Data from Absorbance__10__15-25-19-793.txt Node

Date: Mon Apr 07 15:25:19 CEST 2025
User: mikke
Spectrometer: FLMS05814
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.012	-0.27
188.47	-0.27
188.927	-0.27
189.385	-0
189.842	-0.37
190.3	0.29
190.757	-0
191.215	-0.04
191.672	-1.23
192.129	-0.06
192.586	0.04
193.044	-0
193.501	-0.77
193.958	-0
194.415	-0
194.872	0.21
195.329	-1.57
195.787	-0.1
196.244	0.11
196.7	-0
197.157	0.25
197.614	0.53
198.071	-0
198.528	-0.05
198.985	0.02
199.441	0.04
199.898	0.15
200.355	0.05
200.812	-0.04
201.268	0.05
201.725	0.13
202.181	0.11
202.638	0.04
203.094	0.06
203.551	0.08
204.007	0.11
204.463	0.07
204.92	0.04
205.376	0.12
205.832	0.16
206.288	0.06
206.744	0.09
207.201	0.08
207.657	0.08
208.113	0.1
208.569	0.06
209.025	0.09
209.481	0.19
209.937	0.12
210.392	0.11
210.848	0.02
211.304	0.04
211.76	0.04
212.215	0.06
212.671	0.01
213.127	0.11
213.582	0.05
214.038	0.07
214.494	0.03
214.949	0.05
215.404	0.03
215.86	0.07
216.315	0.02
216.771	0.04
217.226	0.06
217.681	0.01
218.136	0.04
218.592	-0.01
219.047	0
219.502	0.05
219.957	0.02
220.412	0.02
220.867	0.03
221.322	-0.01
221.777	0.01
222.232	0.02
222.687	0.01
223.142	0.02
223.596	0.01
224.051	0.03
224.506	-0.01
224.96	-0.01
225.415	0.02
225.87	0.01
226.324	0.03
226.779	0.02
227.233	0.01
227.688	0.01
228.142	0.03
228.597	0
229.051	0
229.505	-0
229.959	0.01
230.414	0.01
230.868	0.02
231.322	0
231.776	0.01
232.23	0.01
232.684	0.02
233.138	0.01
233.592	0.01
234.046	0.01
234.5	0.01
234.954	0.01
235.408	0
235.861	-0
236.315	0
236.769	-0.01
237.222	0.02
237.676	0.01
238.13	-0.01
238.583	0.01
239.037	0.01
239.49	0.01
239.944	0.01
240.397	0.02
240.85	0.02
241.304	0
241.757	0.02
242.21	0.01
242.663	0.01
243.117	0.01
243.57	0.02
244.023	0.02
244.476	0
244.929	0.02
245.382	0.02
245.835	0.01
246.288	-0
246.741	0.01
247.193	0.02
247.646	0.01
248.099	0.02
248.552	0.01
249.004	0.02
249.457	0.01
249.909	0.02
250.362	0.01
250.814	0
251.267	0.01
251.719	0.03
252.172	0.02
252.624	0.01
253.076	0.01
253.529	-0.01
253.981	0.01
254.433	0.02
254.885	0.02
255.337	0.01
255.79	-0
256.242	0.02
256.694	0.02
257.146	0.02
257.598	0.01
258.049	0.02
258.501	0.02
258.953	0.01
259.405	0.01
259.857	0.01
260.308	-0
260.76	0.01
261.212	0
261.663	0.01
262.115	0.01
262.566	-0
263.018	0.01
263.469	0.03
263.92	0.01
264.372	0
264.823	0.01
265.274	0.02
265.726	0.01
266.177	0.01
266.628	0.02
267.079	0.01
267.53	0.02
267.981	0.02
268.432	0
268.883	0
269.334	0.01
269.785	-0.01
270.236	0.01
270.687	0
271.137	0.01
271.588	0.01
272.039	0
272.489	0.01
272.94	0
273.391	0
273.841	0.02
274.292	0.01
274.742	0
275.192	0.01
275.643	0.01
276.093	0
